project_name,classification,commit_message
apache-ant,Feature Addition,"Add the ability to output all EJB jarfiles to a single directory.Add a new attribute flatdestdir.  Attribute defaults to false, whichnmaintains the current behaviour. If it is set to true, all jars willnbe created directly in the destination dir.nnWARNING: If you use this attribute, and have multiple jars with the samenname, they will overwrite each other!nnSubmitted by:tTim Fennell <tfenne@rcn.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@267843 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,Started refactoring.Made BuildException extend TaskException. Now BuildException is no longer a RuntimException and needs to be declared everywhere it could be thrownnnRemoved the constructors that took location info for BuildException. Location is something known about byt the container and the tasks them selves should not be worrying about that sort of thingnnRemoved a bunch of deprecated methods and features. Also moved all file handling utilities outside iof the Project class. To aid the transition I added a resolveFile method to the base ProjectComponent class.nn480 odd compile errors left to clean up.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270158 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"* Added OsFamily enumerated type, to represents OS groupings. * Replaced all usages of Os.isFamily( String ) with Os.isFamily( OsFamily ). * Replaced all usages of os.name system properties with calls to Os.isFamily().git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271667 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,Add version tagsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271210 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"* Added OsFamily enumerated type, to represents OS groupings. * Replaced all usages of Os.isFamily( String ) with Os.isFamily( OsFamily ). * Replaced all usages of os.name system properties with calls to Os.isFamily().git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271667 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,"* Rolled back change to PropertyResolver.resolveProperties(), so that it   uses a TaskContext again.  Added some regression tests.* Changed Embeddor.createWorkspace() to use a Map, rather than a Parameters,n  to supply initial workspace properties.  Initial properties can be Objects,n  rather than only Strings.  Got rid of the Object -> String convertion fromn  <ant> and <antcall>.nn* Generalised ExecutionFrame, so that it can represent any execution scopen  (root, workspace, project, task, inherited, etc), rather than just task scope:n  - Replaced getTaskContext() with getPropertyStore().n  - Replaced getTypeManager() with getServiceManager().nn* Executor is now responsible for creating TaskContext.nn* Changed DefaultExecutor to use the configurer provided by the execution frame.nn* Added ExecutionContainer, a lifecycle interface which is used to supply then  root execution frame to a service which executes tasks (directly or indirectly).nn* Changed interaction between DefaultEmbeddor and workspaces.  Embeddor is nown  responsible for creating the base property store for workspaces.  ExecutionContainern  is used to pass this to workspaces.  Parameterizable is now used to passn  container params to workspaces (which matches how it is used with all then  other services).nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272302 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,Move the execute related classes into a new package.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270241 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,PR 8429 patch submitted by Nick Chalko - enables SQL tasks to be easily created using a common abstract base class.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272577 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,The initial checkin of antidote - the ant GUI.This initial version is mainly to establish the source infrastructure. Thencode currently compiles under JDK 1.2+ and provides a basic GUI which is ablento open a build.xml file.nnStay tuned ...nnSubmitted by:tSimeon Fitch <metasim@yahoo.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268148 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,The initial checkin of antidote - the ant GUI.This initial version is mainly to establish the source infrastructure. Thencode currently compiles under JDK 1.2+ and provides a basic GUI which is ablento open a build.xml file.nnStay tuned ...nnSubmitted by:tSimeon Fitch <metasim@yahoo.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268148 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,The initial checkin of antidote - the ant GUI.This initial version is mainly to establish the source infrastructure. Thencode currently compiles under JDK 1.2+ and provides a basic GUI which is ablento open a build.xml file.nnStay tuned ...nnSubmitted by:tSimeon Fitch <metasim@yahoo.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268148 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Removed AntClassLoader and replaced it with URLClassLoader. Now new ClassLoaders do not include the ant runtime by defaultgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270450 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Add resource collection support to replaceregexp.  PR 46341.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@723432 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Created a OutputStream that redirected to an appropriate handlergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270552 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Add version attributegit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270826 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,The initial checkin of antidote - the ant GUI.This initial version is mainly to establish the source infrastructure. Thencode currently compiles under JDK 1.2+ and provides a basic GUI which is ablento open a build.xml file.nnStay tuned ...nnSubmitted by:tSimeon Fitch <metasim@yahoo.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268148 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"Make Definer use the new ClasspathUtils, make ClasspathUtils even more reuse-friendly.PR: 19213nSubmitted by:tMarc Portier <mpo at apache dot org>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@274505 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,Add version tagsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271210 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Move the execute related classes into a new package.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270241 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,New task <p4counter>Submitted by:tKirk Wylie <kirk@radik.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268910 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"Added *internal* support multiple projects, and generalized the selection state mechanism.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268419 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,"Take care of NetWare when searching for java and javadoc, add NetWare case for <property environment=... />.Simplify OS based decisions.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@269851 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,try to address Jon Skeets concerns about documenting the diff. between add/addConfigured in the Javadoc; removing his TODOgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@448641 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Remove the files for the second proposal for now. Ill add them back after ProjectHelper is cleared.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271734 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Removed some unused crufty code and moved native ENvironment manipulation code into new class.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270319 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"add support for classpath, and ensure that relative files are resolved properly.the classpath appending when nesting XMLCatalogs may need to be rearranged, not sure.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272531 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,Modified the hack to initialize a class such that the side effect of having to create a valid object is not there anymore.PR: 4107nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270780 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,add exception accessor per TODOgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@306835 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Started addition of a generic Bean editor/property sheet and supporting infrastructure for Ant Elements.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268168 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"Finally I managed to finish a new version of the VAJ tasks. The most important new feature is the ability to execute VAJ tasks from the command line by exploiting the Remote Tool Access feature of VAJ.Submitted by:twolf.siberski@tui.dennSome patches look a lot larger as I had to remove stray CRs, I alsonkilled TABs wherever I stumbled over them.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@269819 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,ProjectManager is no longer a FlyWeight. It now carries state pertinent to a set of Projects that are executed in concert.It also works with new ExecutionFrame model as appropriate. It also propogates all frame specific parameters/components aswell.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@269163 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Start to move the cvs tasks into new packagegit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270228 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,* Deployer now deploys services from META-INF/ant-services.xml * Embeddor now creates a ServiceManager component.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271312 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,Rewritten the introspection part of ProjectHelper.1. Moved all introspection activities to a helper class.n2. setter methods can now use parameters of a far richer set ofn   types. See the modified patch task as an example.n3. Nested Elements can be created by the task with createElement() orn   by IntrospectionHelper if the task implements void addElement(ObjectType).n4. Documented addText(String) and nested elements in the Writing Yourn   own Task section and changed the documentation for the setter methods.n5. Added getLocation method to BuildException.n6. Changed the return type of Ant.createProperty from Task to Propertyn   - as this is what gets returned anyway.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@267753 13f79535-47bb-0310-9956-ffa450edef68n
apache-ant,Feature Addition,"VFS Additions:* Added FileSelector, which allows files to be chosen when doing recursiven  operations.  Added a couple of implementations.  Added a selector parametern  to FileObject.delete() and copy().nn* Added FileObject.replicateFile(), which converts a FileObject into a local File.nn* Moved replication code out of the Zip provider, into a shared FileReplicatorn  component.  The implemenation is pretty brain-dead, but at very least shouldn  properly clean up temporary files in ant_vfs_cache.  Also, local files willn  no longer be replicated, but used directly.nn* Added FileName.getRelativeName(), and NameScope.DESCENDENT_OR_SELF.nn* Now handles providers which are LogEnabled and Disposable.nn* Made the local file provider pluggable.nn* Providers are now responsible for thier own caching.nn* FTP and Zip providers clean up properly.  Fixed FTP directory delete.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272262 13f79535-47bb-0310-9956-ffa450edef68n"
apache-ant,Feature Addition,"VFS Additions:* Added FileSelector, which allows files to be chosen when doing recursiven  operations.  Added a couple of implementations.  Added a selector parametern  to FileObject.delete() and copy().nn* Added FileObject.replicateFile(), which converts a FileObject into a local File.nn* Moved replication code out of the Zip provider, into a shared FileReplicatorn  component.  The implemenation is pretty brain-dead, but at very least shouldn  properly clean up temporary files in ant_vfs_cache.  Also, local files willn  no longer be replicated, but used directly.nn* Added FileName.getRelativeName(), and NameScope.DESCENDENT_OR_SELF.nn* Now handles providers which are LogEnabled and Disposable.nn* Made the local file provider pluggable.nn* Providers are now responsible for thier own caching.nn* FTP and Zip providers clean up properly.  Fixed FTP directory delete.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272262 13f79535-47bb-0310-9956-ffa450edef68n"
