commit_hash,project_name,classification,commit_message
e028c281003e4139ab97bdef658acdc260b4c820,apache-ant,None,"Performance:   if a task does not have an id, do not bother   to replace the unknownelement in the tasks list of the targetgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@448382 13f79535-47bb-0310-9956-ffa450edef68n"
e04bbfbe0265bd6a3ea829f834b1ab822623b034,tomcat,Feature Addition,Address some low hanging TODOsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1453857 13f79535-47bb-0310-9956-ffa450edef68n
e0888d9c1932575dcfa7c8986da7278c24057aa6,gerrit,Feature Addition,"Upgrade OpenID provider dyuproject to 1.1.1This version contains built-in support for Google Account discovery,nso we dont need to hack it ourselves anymore.nnUnfortunately the authentication approach used by RelyingParty assumesnyou want to do an HTTP redirect to start the authentication.  InsteadnGerrit2 wants to send JSON to the client with the redirect URL.  Wenmust therefore code a little bit more on our side to ensure the usernmanager has saved its cookie.nnThe library now also includes a utility map to create a URL encodednstring; we use this rather than StringBuilder append calls to buildnup any URL which contains query parameters.nnIm specifically not using the SReg support in the library as it doesna request for additional properties we arent too interested in, likenthe users gender.  Instead we just keep our own implementation of thenSReg extension.nnSigned-off-by: Shawn O. Pearce <sop@google.com>n"
e0bed0aa143b567e005e51e811e5622e5103eacd,apache-ant,None,Remove support for creatorsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271741 13f79535-47bb-0310-9956-ffa450edef68n
e0c172f831e5b5021600b4028842107d5ec6f422,camel,None,CAMEL-5721: Removed not really used NodeFactory. Ensure expressions is set consistent in the DSL.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1400468 13f79535-47bb-0310-9956-ffa450edef68n
e0c4a8ecc8349f057a97d99ff6690b9ca8ed004d,tomcat,Corrective,Tweak processor blocking so that it is non-blocking while no message is being processed and blocking during the processing of a message Align ajp nio protocol implementation with http nio Still some TCK failures to resolvegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1103860 13f79535-47bb-0310-9956-ffa450edef68n
e0d715fe3a58a3296ff1b513f2bf05478ee5b7b4,camel,Feature Addition,"added pluggable Language implementations and test cases, plus added some new Spring XML test cases. Added a simple language which is handy for testing; as it doesnt add any more dependencies and can be used in regular camel-core. Also added new XPath namespaces & helper functions for accessing headers/properties etc. Apologies for the large commit; it was a rather long flight :)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@555584 13f79535-47bb-0310-9956-ffa450edef68n"
e0ef844280b98dc699ed3f9d948b83828bb8d297,hadoop,Feature Addition,HDFS-3170. Add more useful metrics for write latency. Contributed by Matthew Jacobs.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1357970 13f79535-47bb-0310-9956-ffa450edef68n
e12c63a6ee1b0bb45e9821ff84392c9391d76bd9,apache-ant,Corrective,"more systematic handling of URIs, delegation of work to the JDK for toURI and fromURI patches prepared by Jesse Glick, Bugzilla 8031git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@357131 13f79535-47bb-0310-9956-ffa450edef68n"
e138484d1f5ad535194141926843b6998f251174,camel,None,Polished
e14ad82c52b1e1cc8f877946f8ea77493403ffba,camel,None,CAMEL-1663: Fixed bug with using Camel and other annotations in same POJO and RouteBuilder classes.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@781314 13f79535-47bb-0310-9956-ffa450edef68n
e158902f9ab222b4ef4afc1fac5269d7f24fb1bd,log4j,None,"If the user has elected to auto load all the local file systems, we should honour that.git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310580 13f79535-47bb-0310-9956-ffa450edef68n"
e176d21364bcd3fa78e13d96b79b6780b84b2a93,apache-jmeter,None,Revert to Boolean.valueof()git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@514282 13f79535-47bb-0310-9956-ffa450edef68n
e17cecf5505dddb92e2212147505c7c900184431,hadoop,Feature Addition,MAPREDUCE-4894. Renewal / cancellation of JobHistory tokens (Siddharth Seth via tgravesgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1429086 13f79535-47bb-0310-9956-ffa450edef68n
e17e63dac8ede09d863db8029b1c98954219c6e7,tomcat,Feature Addition,Add a test when sending a DATA frame on a stream that is already closed Refactor the StreamStateMachine to track which frames are permitted in which states Update the parser to check the frame type for non-zero streams Separate incrementWindowSize (triggered by incoming frame) and decrementWindowSize(triggered by write)git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1683698 13f79535-47bb-0310-9956-ffa450edef68n
e17ec06736343ed746b7a724748b681664d83137,gerrit,Feature Addition,"Use raw HTML to create UnifiedDiffTable, like SideBySideTableThis makes the unified display quicker, but also makes it easier tonabstract out some code that is common to the two classes and pullnthat up into a common base class.nnSigned-off-by: Shawn O. Pearce <sop@google.com>n"
e18151ecbd1bb3639558b44a8d8e9a1ff058c279,tomcat,None,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and upgrading the wire transport.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@887087 13f79535-47bb-0310-9956-ffa450edef68n"
e1ae25ae3abfe2dbdc391e9e56802a5fe010ad50,gerrit,Corrective,"Remove PatchSetInfo from database and get it always from GitThe PatchSetInfo object contains only information that we canneasily acquire from Git by parsing the corresponding commit object.nHaving it in the database is a silly hold-over from Gerrit 1.x,nwhere we did not have access to Git from within the web interfacenand thus had to keep this in the Google AppEngine datastore.nnThis shrinks the amount of metadata we need to store in the SQLndatabase, and lets us trust Git to keep the data instead.nnBug: GERRIT-5nSigned-off-by: Shawn O. Pearce <sop@google.com>n"
e1b4da12e24152f2daf6948f25773ddfa6bc5e75,tomcat,Perfective,Code clean-up Use a single method for unlockAcceptgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@998468 13f79535-47bb-0310-9956-ffa450edef68n
e1b96792f8ca312c9a9b38d2f6e99b44b618f997,camel,None,CAMEL-1644: Added scope for Producer so we can have singleton/prototype producers. Allow to fix thread safety issues.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@778418 13f79535-47bb-0310-9956-ffa450edef68n
e1c1bb4609268968797b2a97cbd4873d6b45069e,tomcat,None,Review of r1389005 - GC optimization of statusCode display in AccessLogValve Simplify code and do not expose public char[] arrays.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1408946 13f79535-47bb-0310-9956-ffa450edef68n
e1c2f12aaefe8ce4f3a1f61e26ee40f0fc959991,camel,None,CAMEL-5183: Polishedgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1329091 13f79535-47bb-0310-9956-ffa450edef68n
e23925eb03aea5823965e62ccbcd7dc4419bdb86,apache-jmeter,None,Correct menu popup for Listenersgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@672060 13f79535-47bb-0310-9956-ffa450edef68n
e23d8d68a633c422743c2dbf0a5d43bc48a73383,camel,None,Polish
e240517c73763d8b5a01973f4674ad4209a88fe3,tomcat,None,Align the process methods some more.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1144271 13f79535-47bb-0310-9956-ffa450edef68n
e27212babf746a4af51c7095b66338cf0f0b2ae9,tomcat,None,Implement first collection operation for EL 3.0.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1503217 13f79535-47bb-0310-9956-ffa450edef68n
e277f6cd2bee429275f0da1d201bf9c693e42253,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=45977 Trivial comment clean up. No plans to backport this.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@703286 13f79535-47bb-0310-9956-ffa450edef68n
e2d5d526bb8fb8d7e5456be3de2a580087034a1c,camel,None,"CAMEL-7999: apt compiler to generate json schema documentation for the model, whcih we later use to enrich the xml xsd to include documentation. Work in progress."
e2d97b33a65788cfbe119ad0e272212bd78291f8,apache-jmeter,None,Warn user when a property value he entered is not accepted.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324207 13f79535-47bb-0310-9956-ffa450edef68n
e32e0ee5aeb0ad7c8ef09ac253f3f1538c7aa80f,camel,None,CAMEL-3641: Camel is less aggresive registering services in JMX. Now it only does that when starting and during adding new routes. This avoid some situations where we would enlist too many mbeans and eat memory.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1069455 13f79535-47bb-0310-9956-ffa450edef68n
e35cf4238137f77e439238f04b34b2cc93a69f4e,camel,Corrective,"Made endpoint resolution more deterministic.  Endpoint resolution now maps the uri prefix to the registered component name.  If the component does not exist, the ComponentResolver is used to auto create it and it assigned to the component name.  This avoid the problem of where multiple components think they map to the same prefix.  - Components now do not need to know what component prefix they have been assigned.  - So that eliminated the need of getUriPrefixesgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@525634 13f79535-47bb-0310-9956-ffa450edef68n"
e36adb2fd8dbfdc05deb43bc33618565a7f5ed15,camel,None,CAMEL-9096: rest-dsl - Reuse logic for matching best rest path to use
e3806060ce01557ba75094665b032dcca5656a19,hadoop,None,MAPREDUCE-4159. Job is running in Uber mode after setting mapreduce.job.ubertask.maxreduces to zero (Devaraj K via bobby)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1328031 13f79535-47bb-0310-9956-ffa450edef68n
e3b86b977bbcda16d35c936dab77ed7b07f90e6e,camel,Preventative,Correctly support the LATEST shard iterator type by starting with the last shard in the stream descrption.
e3cbc6661ec5994069a8ef7f6b1f546cf0f09710,tomcat,None,Implement a TODO. Log receipt of an unexpected ACK.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1696787 13f79535-47bb-0310-9956-ffa450edef68n
e3d6ef4b822ba5b684f42a73fe2a2d6355f850ba,camel,None,CAMEL-8232: Camel Toolbox - Include documentation about data formats
e3f61489cb5c257c084d6942e048663e87d0ecec,camel,Corrective,Added unit test based on user forum problem.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@771312 13f79535-47bb-0310-9956-ffa450edef68n
e444e91c26da4e83d4b388fc49a8603bc8bdf231,apache-ant,None,donaldp@apache.org --> peter@apache.orgyea - now no one will call me Donald!!!nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@269959 13f79535-47bb-0310-9956-ffa450edef68n
e44e9fb0e105a3e1d8dc51406e4d34439d8427a8,tomcat,Corrective,Fix a TODO. Exclude resources in WEB-INF/classes and WEB-INF/lib from the cache as the class loader has its own caching mechanism.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1524366 13f79535-47bb-0310-9956-ffa450edef68n
e456ce937cce94208803bd7583170c2c1ae08e62,apache-ant,None,We dont like our old execution framework any longer.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270661 13f79535-47bb-0310-9956-ffa450edef68n
e4db38bdbe25752ebf7040f4ac99c91dc08ea71f,hadoop,None,tHDFS-2181 Separate HDFS Client wire protocol data types (sanjay)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1179877 13f79535-47bb-0310-9956-ffa450edef68n
e4dd67557bf9766a7bf7e42c128c5488a5c83627,camel,None,CAMEL-1112: Refactored file consumer. Removed @deprected. Added idempotent option. Work in progress as sorting and filtering is needed.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@721695 13f79535-47bb-0310-9956-ffa450edef68n
e4f472f74814af7f17cabbc7b0acacfc20267b1c,apache-jmeter,Preventative,BeanShell Assertion checkergit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323812 13f79535-47bb-0310-9956-ffa450edef68n
e4f9e59bd154f4f8bb1ba9dcfcfb51706a347956,camel,Perfective,CAMEL-1681 clean up the CamelNamespaceHandlersgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@782557 13f79535-47bb-0310-9956-ffa450edef68n
e505d030e4f00ad8e6cd2e19a4758ce0962be37e,camel,None,"CAMEL-7999: apt compiler to generate json schema documentation for the model, whcih we later use to enrich the xml xsd to include documentation. Work in progress."
e53acd1086008205b21cc8fd9d7e5e9ef079bedc,gerrit,None,"SideBySide2: Add download linksRe-implemented the old download links. To avoid adding bogus linksnon empty files, PatchSetSelectBox2 needs to know the meta infonfor the diff. Dont add the download link if meta == null.nnChange-Id: Ied3e0287a17144ab2d6d50289625495568cb53a6n"
e549ac93694f768f2e26706a54a1b45dea6d2844,hadoop,None,MAPREDUCE-2788. Normalize resource requests in FifoScheduler appropriately. Contributed by Ahmed Radwan.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1186467 13f79535-47bb-0310-9956-ffa450edef68n
e54db2e1a6b77a34e2f65bf11c6d851d270d5f6c,camel,None,CAMEL-5912: More work on camel-urlrewritegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1426196 13f79535-47bb-0310-9956-ffa450edef68n
e556786a358467dc7ed63436dbdb75a68c569606,tomcat,Feature Addition,Add the two new resolver types (stream and static) to Jasper in the correct order and modify JasperELResolver so the correct resolvers are skipped.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1504148 13f79535-47bb-0310-9956-ffa450edef68n
e5725284485e91093847b5b261171c96ca0aed03,camel,None,CAMEL-9416: Polished. This closes #748
e5c0f82f767186be03c18f43364df1a1cb5ccdee,apache-jmeter,None,Update NON-NLS markersgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@649514 13f79535-47bb-0310-9956-ffa450edef68n
e5c108478fb426affaf0b807df2e3d7fd1e236f2,apache-jmeter,Corrective,Bug 47474 - View Results Tree support for plugin renderersgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@885648 13f79535-47bb-0310-9956-ffa450edef68n
e5c2ffb046b123597d227e72b0316a90868bbf8a,camel,None,CAMEL-7800: camel-swagger-java - work in progress
e60fbbcc2e6a0d27d588b620817d29d1c70893a5,hadoop,Feature Addition,YARN-736. Add a multi-resource fair sharing metric. (sandyr via tucu)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1496153 13f79535-47bb-0310-9956-ffa450edef68n
e63c2169bfeddee5156d3f76bb0df94c5bc1d341,tomcat,Corrective,Fix commentsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@784917 13f79535-47bb-0310-9956-ffa450edef68n
e6401536142a29c374507d6b209ecf9fd74acf54,tomcat,None,The other processors handle this I/O error in the actiongit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1706034 13f79535-47bb-0310-9956-ffa450edef68n
e6473fe8847c73225b2918fd712a40f1b44d5d59,apache-jmeter,None,Remove temporary hackgit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1295112 13f79535-47bb-0310-9956-ffa450edef68n
e696a63ace05f9363b6b6665a150846d0a93f0c0,camel,Feature Addition,added initial JAXB change for CAMEL-1171git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@725309 13f79535-47bb-0310-9956-ffa450edef68n
e6c89687f661886c086513b99dcd5969273a10f6,tomcat,Feature Addition,Initial test case for headers framegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1687080 13f79535-47bb-0310-9956-ffa450edef68n
e6d0c5a232e2d63de06f5b588cf7c1837141b78a,log4j,Corrective,- Renamed SlidingWindowRollingPolicy as FixedWindowRollingPolicy. - Improved documentation for FixedWindowRollingPolicy.git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311001 13f79535-47bb-0310-9956-ffa450edef68n
e6d550e5593d0800c096b0d9da42272c66938eb3,gerrit,Corrective,Fix wrong Guice wiringBanCommit and SuggestParentCandidates Guice beans were using assistedninject pattern.  The factories were bound in request scope module evennthough both beans have nothing to do with request scope.nnFix it by dropping unnecessary assisted inject bindings and move thenbeans into singleton scope.nnChange-Id: Ia792fb0db60e594456034c1517468a309393f5b5n
e6eb9192e956727268b0de9f8807f83e87b5de1a,camel,None,made <when> not derive from <filter> to avoid creating a dodgy schemagit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@559412 13f79535-47bb-0310-9956-ffa450edef68n
e713e776e90bf920bf70c75981df5c90abd7b185,tomcat,Corrective,Port fix bug 40860. Additional logging if parameter processing fails.git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@476988 13f79535-47bb-0310-9956-ffa450edef68n
e71a53aec21f43a51ae0fc8bb3700829f7bda4a0,tomcat,Perfective,Clean up experimental (from Tomcat 5) MBean registration feature of StandardEngine prior to Lifecycle/MBean refactoring for ContainerBasegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@942402 13f79535-47bb-0310-9956-ffa450edef68n
e761a4c542776ce2ee2d30bf305a24f3c2997a7f,apache-jmeter,None,JDBC Request now handles quoted strings.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@711240 13f79535-47bb-0310-9956-ffa450edef68n
e839435777099eff5f45032f153d97aac6b871e7,log4j,Feature Addition,"When the Tutorial is kicked off, it is now located in a separate floating JFrame which resizes everything to sit next to the main GUI like a real help/tutorial should.Also some changes due to the addition of the Receiver icon.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310092 13f79535-47bb-0310-9956-ffa450edef68n"
e847b7051b2d5bff53a801a32df9f95f73d11f0e,apache-ant,None,"svnchangelog task, very similar to cvschangelog - has a lot of potential for improvementsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@277653 13f79535-47bb-0310-9956-ffa450edef68n"
e89e10527c578a6c85041640ec25236571ff8b06,camel,None,CAMEL-1537: Validate EIP. Polished patch a bit and added test to Spring XML.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@946538 13f79535-47bb-0310-9956-ffa450edef68n
e8e6eb35048ff891b14598f634da99536b71caaa,tomcat,Perfective,First pass at cleaning up timeouts.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1655807 13f79535-47bb-0310-9956-ffa450edef68n
e8eed98feb5aa482abf9cec156e5b87022769604,hadoop,None,"HADOOP-7361. Provide an option, -overwrite/-f, in put and copyFromLocal shell commands.  Contributed by Uma Maheswara Rao Ggit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1144858 13f79535-47bb-0310-9956-ffa450edef68n"
e932b0f81efea5a6372513e317a4e753c8335ed2,log4j,Feature Addition,"Chainsaw v2 has been promoted into the jakarta-log4j module.A lot of new class files, all sourced from the jakarta-log4j-sandbox module.nnThe package.html file has been retained, but slightly tweaked.  Could ndo with some more work.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309862 13f79535-47bb-0310-9956-ffa450edef68n"
e947d7dd46391004f19ff29684285c699ec51291,camel,None,CAMEL-4109: Added camel-cxf blueprint example. Thanks to Dan for patch.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1140037 13f79535-47bb-0310-9956-ffa450edef68n
e96b9ed6a153170292d5130db05891d4bcb953bb,camel,None,Polishinggit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@943408 13f79535-47bb-0310-9956-ffa450edef68n
e9bcada30e20b3f8f5cc3deb6a2dec5de4b12014,apache-jmeter,Corrective,Bug 52519 - XMLSchemaAssertion uses JMeter JVM file.encoding instead of response encodinggit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1235417 13f79535-47bb-0310-9956-ffa450edef68n
e9ea48f75675d7cecc5ab112d89da7fb4a873c8a,camel,None,CAMEL-2723: Load balancers now support async routing engine. Well the topic could be improved to support it for real. But the others do it nicely.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@956006 13f79535-47bb-0310-9956-ffa450edef68n
ea4bf0e8e7c2c017d15413a77656ad77ecb96537,apache-ant,Preventative,Costins need reminded me to turn on the java version specific system library stuff; though I would still like a good test for this.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@273245 13f79535-47bb-0310-9956-ffa450edef68n
ea605b8cd79163444feead75d7b55dbd4ab537a0,hadoop,Feature Addition,"HADOOP-6421 Adds Symbolic links to FileContext, AbstractFileSystem. It also adds a limited implementation for the local file system  (RawLocalFs) that allows local symlinks. (Eli Collins via Sanjay Radia)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@910706 13f79535-47bb-0310-9956-ffa450edef68n"
ea6360b9ee3e98011539b118e36400b33b6b0411,apache-jmeter,Feature Addition,Replace string by resource Add NON-NLS markersgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@535145 13f79535-47bb-0310-9956-ffa450edef68n
ea71eeeaecb93182f7a06105256ffc8afeafda76,camel,None,improved CAMEL-5553 so we can also inject MockEndpoint instances; though we require @Mock as a qualifier unfortunately unless anyone figures out any neater way to differentiate Endpoint and MockEndpoint injectiongit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1379449 13f79535-47bb-0310-9956-ffa450edef68n
ea72388e94d089430ee40b054a3914c8a49eebb1,tomcat,None,Move server side specific code to separate package. Further refactoring is likely to be required as client side code is developed.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1435904 13f79535-47bb-0310-9956-ffa450edef68n
eaa1f3e7ce54a59360d0199df6176b06c7840eb2,apache-ant,None,Converted remainder of the optional tasks into the hierarchy o.a.t.todo rather than o.a.t.ant so as not to clash with ant1 compatability latergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271879 13f79535-47bb-0310-9956-ffa450edef68n
ead39973f946dd302c480ff6f881c95acd297fd9,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=49105 Misc Javadoc corrections.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@934224 13f79535-47bb-0310-9956-ffa450edef68n
eaff4bc974d8ed98a22fa4a2f40e45d5dc9437fb,tomcat,Perfective,Remainder of info / getInfo() clean-upgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1187760 13f79535-47bb-0310-9956-ffa450edef68n
eb278f795eee59165a03a7046586dc20b589f600,apache-ant,None,Move mappers into their own packagegit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270726 13f79535-47bb-0310-9956-ffa450edef68n
eb373ecae79d69b15eca23e4401dd53bb5bd34a3,apache-jmeter,None,Using UTF-8 encoding for all URL encode/decode operations.PR: 25257nnngit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323907 13f79535-47bb-0310-9956-ffa450edef68n
eb75e9636e0695b64490cc037a4596c8f0d83d92,camel,None,"CAMEL-8202: camel-jsch - dont use known host file from META-INF but from user home by default. Option to turn that on/off. Also be less verbose logging by default, which can be set on the component."
eb8cd639472d4216d40210463097fd9fa712531a,camel,None,CAMEL-1587: Using ExecutorServiceHelper to create thread pools with Camel identified thread names.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@772276 13f79535-47bb-0310-9956-ffa450edef68n
ebaa0213788bd40edc39cf20e59352caab2fcbc3,camel,None,CAMEL-5280: Fixed camel-websocket to work with static resource server again.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1347965 13f79535-47bb-0310-9956-ffa450edef68n
ebb6196ce82399e888baae7430399881380ce980,camel,None,Moved some unusued camel components to sandbox.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@780594 13f79535-47bb-0310-9956-ffa450edef68n
ebc274ee0733441ed2acb2a401c059020e7fe1b3,log4j,Feature Addition,Added MDC support in AsyncAppender.Added bufferedIO support in FileAppender and subclasses.nnRemoved CompositeRollingAppender because I do not understand and hence cannot maintain it.nnPR:nObtained from:nSubmitted by:nReviewed by:nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309272 13f79535-47bb-0310-9956-ffa450edef68n
ebc488ee663b32e05733d53604c11f1bcccbd5cc,camel,Corrective,fix for CAMEL-5553 so that we can support injection via @EndpointInject and @Produce without any need for @Inject (though we use more usual CDI methods for injecting via @Inject) along with processing of @Consumegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1380220 13f79535-47bb-0310-9956-ffa450edef68n
ebf4bcc537cc667d5f810a9587640a5acd4dfb1a,camel,None,CAMEL-1241: Renamed the ftp/sftp components. Moved ftp/sftp configuration to where they belong.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@739213 13f79535-47bb-0310-9956-ffa450edef68n
ebfee659b84a132854792ffdadd37bedd9a0eb6c,apache-jmeter,None,Move MainFrame title setup to MainFrame classgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@594068 13f79535-47bb-0310-9956-ffa450edef68n
ec0ed5336208c963b32eb8c3858532828a4e2997,apache-ant,Corrective,Fix hopefully bug 18956. The code has been tested on Linux by Adam Ambrose P4HandlerAdapter will now delegate to PumpStreamHandler PR: 18956git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@274653 13f79535-47bb-0310-9956-ffa450edef68n
ec181961e44ddb9eca1c6249c38757b24b8cfd13,tomcat,None,Move SSLProtocols config to common property for JSSE and APR/nativegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1673408 13f79535-47bb-0310-9956-ffa450edef68n
ec4971a280a61166f8dc4d8b0e99672ca11a4d38,hadoop,None,MAPREDUCE-3545. Remove Avro RPC. Contributed by Suresh Srinivas.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1214066 13f79535-47bb-0310-9956-ffa450edef68n
ec4f3457422ecd2218feeb6181a56f6238b28144,apache-ant,None,also set -source implicitly if -target uses 5 rather than 1.5 etc.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@1237421 13f79535-47bb-0310-9956-ffa450edef68n
ec52974167d337a56af6ac0627db79a11962908a,tomcat,Corrective,Fix use of the semaphore (it seems equivalent to not using it). This fixes the ab corruption I was experiencing.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1652108 13f79535-47bb-0310-9956-ffa450edef68n
eca11ee6799b8ec3c77f51ed18b38c46a38a56e6,tomcat,None,"- This error shouldnt happen, and its out of the servlet, so it is not going to be possible to send another event.git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@532006 13f79535-47bb-0310-9956-ffa450edef68n"
ece58ff37dbb932fd1dc433e1885f6b3002a95c1,tomcat,None,Remove unnecessary code since o.a.coyote.http11.Constants is now pre-loaded.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1650477 13f79535-47bb-0310-9956-ffa450edef68n
